Seed,UE,X,Y,Z,Distance,AvgCQI,CC1,CC2,CC3,CC4,CC5,CQI_CC1,CQI_CC2,CQI_CC3,CQI_CC4,CQI_CC5,Thr_CC1_Mbps,Thr_CC2_Mbps,Thr_CC3_Mbps,Thr_CC4_Mbps,Thr_CC5_Mbps,TotalThr_Mbps
101.0,5.0,55.583094509193764,-93.90977215862368,1.5,112.78641630135509,12.0,1.0,1.0,1.0,1.0,1.0,15.0,14.0,9.0,8.0,14.0,0.56,0.0,1.988,0.0,2.828,5.376
101.0,6.0,100.16905879082296,148.2953703462291,1.5,181.21149854566238,11.2,1.0,1.0,1.0,1.0,1.0,13.0,7.0,13.0,13.0,10.0,0.546,5.866,0.0,14.56,17.346,38.318
101.0,7.0,-57.910134098328655,6.199619005490076,1.5,64.84033395271527,15.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,3.346,0.0,2.646,0.0,0.0,5.992
101.0,8.0,118.08392390501919,23.636860642625066,1.5,123.75283538507408,13.8,1.0,1.0,1.0,1.0,1.0,13.0,15.0,15.0,15.0,11.0,6.944,0.0,0.0,0.0,0.0,6.944
101.0,9.0,66.4631585304914,70.44571748081457,1.5,100.95642898417105,14.0,1.0,1.0,1.0,1.0,1.0,13.0,15.0,15.0,12.0,15.0,26.88,16.744,0.0,0.0,15.036,58.66
101.0,10.0,-93.01831373856096,12.588531668878055,1.5,98.0975423766758,12.8,1.0,1.0,1.0,1.0,1.0,15.0,13.0,8.0,15.0,13.0,0.518,0.0,17.99,0.0,0.0,18.508
101.0,11.0,16.268277337436142,123.94606730273057,1.5,128.21674792062367,11.0,1.0,1.0,1.0,1.0,1.0,11.0,6.0,15.0,10.0,13.0,0.462,0.0,21.07,14.392,0.0,35.924
101.0,12.0,-44.36041379201576,92.37604529637514,1.5,106.36460904077451,11.6,1.0,1.0,1.0,1.0,1.0,14.0,11.0,12.0,6.0,15.0,0.518,0.0,0.0,0.0,5.894,6.412
101.0,13.0,-95.4322792019764,-29.100650791863792,1.5,103.76135017526506,13.4,1.0,1.0,1.0,1.0,1.0,15.0,13.0,13.0,11.0,15.0,0.434,0.0,0.0,5.348,5.67,11.452
101.0,14.0,85.68052855930765,-42.83269715376365,1.5,99.94019671617805,14.2,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,11.0,0.462,6.118,11.718,0.0,5.782,24.08
101.0,15.0,139.64496672359078,135.86301441326196,1.5,196.90537173142584,7.6,1.0,1.0,1.0,1.0,1.0,7.0,7.0,13.0,0.0,11.0,2.422,0.0,0.0,0.0,0.0,2.422
101.0,16.0,-80.2939014555718,-46.91052663223205,1.5,97.26231603180354,13.2,1.0,1.0,1.0,1.0,1.0,15.0,15.0,8.0,13.0,15.0,3.248,0.0,0.0,0.0,0.0,3.248
101.0,17.0,-124.93156990099689,109.5299448954984,1.5,168.57329559197265,9.6,1.0,1.0,1.0,1.0,1.0,10.0,8.0,11.0,11.0,8.0,16.044,10.57,0.0,0.0,0.0,26.614
101.0,18.0,31.064526687365557,99.08331365963909,1.5,107.67895738761808,13.8,1.0,1.0,1.0,1.0,1.0,15.0,14.0,13.0,12.0,15.0,0.56,0.0,0.0,0.0,0.0,0.56
101.0,19.0,68.69782718628534,11.448434774267213,1.5,75.25096756120399,14.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,14.0,14.0,12.0,0.518,0.0,0.0,0.0,0.0,0.518
101.0,20.0,-67.12835145082117,126.74081177016708,1.5,146.22482325742743,12.8,1.0,1.0,1.0,1.0,1.0,14.0,13.0,10.0,12.0,15.0,0.518,0.0,0.0,12.25,0.0,12.768
101.0,1.0,4.919588310733847,55.591898634053486,1.5,62.66507434676821,15.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,8.974,0.0,0.0,0.0,0.0,8.974
