Seed,UE,X,Y,Z,Distance,AvgCQI,CC1,CC2,CC3,CC4,CC5,CQI_CC1,CQI_CC2,CQI_CC3,CQI_CC4,CQI_CC5,Thr_CC1_Mbps,Thr_CC2_Mbps,Thr_CC3_Mbps,Thr_CC4_Mbps,Thr_CC5_Mbps,TotalThr_Mbps
101,4,-98.5435031324691,-108.639228731368,1.5,149.41738195058,10,1,0,1,1,1,4,11,11,13,11,4.676,0,0,0,0,4.676
101,5,55.5830945091938,-93.9097721586237,1.5,112.786416301355,12,1,0,1,1,1,15,14,9,8,14,0.532,0,3.864,0,0,4.396
101,6,100.169058790823,148.295370346229,1.5,181.211498545662,11,1,0,1,1,1,13,7,13,12,10,0.518,0,5.642,0,15.204,21.364
101,7,-57.9101340983287,6.19961900549008,1.5,64.8403339527153,15,1,0,1,1,1,15,15,15,15,15,8.246,0,0,8.694,0,16.94
101,8,118.083923905019,23.6368606426251,1.5,123.752835385074,13.8,1,0,1,1,1,13,15,15,15,11,0.476,0,0,0,14.756,15.232
101,9,66.4631585304914,70.4457174808146,1.5,100.956428984171,13.8,1,0,1,1,1,13,15,15,11,15,9.184,0,3.388,0,8.386,20.958
101,10,-93.018313738561,12.5885316688781,1.5,98.0975423766758,12.8,1,0,1,1,1,15,12,9,15,13,11.914,0,5.768,2.772,0,20.454
101,11,16.2682773374361,123.946067302731,1.5,128.216747920624,10.6,1,0,1,1,1,10,6,15,9,13,0.476,0,0,15.344,0,15.82
101,12,-44.3604137920158,92.3760452963751,1.5,106.364609040775,11.8,1,0,1,1,1,14,12,12,6,15,0.574,0,0,0,0,0.574
101,13,-95.4322792019764,-29.1006507918638,1.5,103.761350175265,13.4,1,0,1,1,1,15,13,13,11,15,0.532,0,2.758,0,0,3.29
101,14,85.6805285593076,-42.8326971537636,1.5,99.9401967161781,14.2,1,0,1,1,1,15,15,15,15,11,3.458,0,8.274,0,11.158,22.89
101,15,139.644966723591,135.863014413262,1.5,196.905371731426,7.4,1,0,1,1,1,7,7,12,0,11,0.322,0,0,0,0,0.322
101,16,-80.2939014555718,-46.910526632232,1.5,97.2623160318035,13.4,1,0,1,1,1,15,15,9,13,15,2.884,0,10.304,0,0,13.188
101,17,-124.931569900997,109.529944895498,1.5,168.573295591973,9.6,1,0,1,1,1,10,7,11,12,8,14.854,0,0,3.066,0,17.92
101,18,31.0645266873656,99.0833136596391,1.5,107.678957387618,13.4,1,0,1,1,1,15,13,13,11,15,0.448,0,0,0,0,0.448
101,19,68.6978271862853,11.4484347742672,1.5,75.250967561204,14.2,1,0,1,1,1,15,14,15,15,12,0.616,0,11.2,0,0,11.816
101,20,-67.1283514508212,126.740811770167,1.5,146.224823257427,12.6,1,0,1,1,1,14,13,10,11,15,0.56,0,0,0,0,0.56
101,1,4.91958831073385,55.5918986340535,1.5,62.6650743467682,15,1,1,1,1,1,15,15,15,15,15,0.602,8.218,0,0,8.778,17.598
101,2,21.2002760604419,5.36024225911421,1.5,35.9226099012216,15,1,1,1,1,1,15,15,15,15,15,0.532,2.506,0,0,0,3.038
101,3,-141.457732056571,-135.45463877208,1.5,197.915383746346,5.4,1,1,1,1,1,7,3,6,7,4,0.406,0,0,21.238,0,21.644
101,4,-98.5435031324691,-108.639228731368,1.5,149.41738195058,9.8,1,1,1,1,1,3,11,11,13,11,1.302,2.772,0,0,0,4.074
101,5,55.5830945091938,-93.9097721586237,1.5,112.786416301355,12,1,1,1,1,1,15,14,9,8,14,0.518,0,6.72,0,0,7.238
101,6,100.169058790823,148.295370346229,1.5,181.211498545662,10.8,1,1,1,1,1,13,7,13,13,8,0.518,1.932,5.684,0,8.568,16.702
101,7,-57.9101340983287,6.19961900549008,1.5,64.8403339527153,15,1,1,1,1,1,15,15,15,15,15,11.228,2.688,0,5.922,0,19.838
101,8,118.083923905019,23.6368606426251,1.5,123.752835385074,13.4,1,1,1,1,1,13,15,15,15,9,0.504,8.288,0,0,6.58,15.372
101,9,66.4631585304914,70.4457174808146,1.5,100.956428984171,13.8,1,1,1,1,1,13,15,15,11,15,12.796,2.996,2.604,0,6.426,24.822
101,10,-93.018313738561,12.5885316688781,1.5,98.0975423766758,12.6,1,1,1,1,1,13,13,8,15,14,12.712,8.358,4.396,5.796,0,31.262
101,11,16.2682773374361,123.946067302731,1.5,128.216747920624,11,1,1,1,1,1,11,7,15,8,14,5.558,2.394,0,9.044,0,16.996
101,12,-44.3604137920158,92.3760452963751,1.5,106.364609040775,12.2,1,1,1,1,1,14,12,13,7,15,0.7,5.81,0,0,0,6.51
101,13,-95.4322792019764,-29.1006507918638,1.5,103.761350175265,13.2,1,1,1,1,1,15,13,12,11,15,0.672,2.73,0,0,0,3.402
101,14,85.6805285593076,-42.8326971537636,1.5,99.9401967161781,14.2,1,1,1,1,1,15,15,15,15,11,0.504,0,8.764,0,26.964,36.232
101,15,139.644966723591,135.863014413262,1.5,196.905371731426,8,1,1,1,1,1,7,7,13,1,12,4.27,2.044,0,0,0,6.314
101,16,-80.2939014555718,-46.910526632232,1.5,97.2623160318035,13.2,1,1,1,1,1,15,15,8,13,15,3.472,2.744,14.868,0,0,21.084
101,17,-124.931569900997,109.529944895498,1.5,168.573295591973,9.8,1,1,1,1,1,9,8,11,12,9,6.804,0,0,9.31,0,16.114
101,18,31.0645266873656,99.0833136596391,1.5,107.678957387618,14,1,1,1,1,1,15,14,14,12,15,0.434,0,0,0,0,0.434
101,19,68.6978271862853,11.4484347742672,1.5,75.250967561204,14.4,1,1,1,1,1,15,15,14,15,13,0.602,0,8.54,0,0,9.142
101,20,-67.1283514508212,126.740811770167,1.5,146.224823257427,12.8,1,1,1,1,1,15,13,10,11,15,0.574,2.73,0,0,0,3.304
101,1,4.91958831073385,55.5918986340535,1.5,62.6650743467682,15,1,0,1,1,1,15,15,15,15,15,0.518,0,0,0,9.324,9.842
101,2,21.2002760604419,5.36024225911421,1.5,35.9226099012216,15,1,0,1,1,1,15,15,15,15,15,0.63,0,0,0,0,0.63
101,3,-141.457732056571,-135.45463877208,1.5,197.915383746346,5.4,1,0,1,1,1,6,3,6,8,4,0.224,0,0,22.484,0,22.708
